199,198,398,1,21.21,222,0
200,199,399,1,13.52,221,0
201,400,1,0,34.92,220,0
202,401,2,0,48.01,219,1
203,402,3,0,39.16,218,0
204,403,4,1,29.07,217,0
205,404,5,1,37.03,216,0
206,405,6,0,41.19,215,0
207,406,7,1,22.88,214,0
208,407,8,0,11.02,213,0
209,408,9,1,49.11,212,1
210,409,10,0,6.15,211,0
211,410,11,1,4.73,210,1
212,411,12,1,29.33,209,0
213,412,13,1,38.16,208,1
214,413,14,1,3.58,207,1
215,414,15,0,40.47,206,0
216,415,16,0,38.70,205,0
217,416,17,0,35.86,204,0
218,417,18,1,11.27,203,1
219,418,19,1,39.29,202,0
220,419,20,0,8.74,201,0
221,420,21,0,33.88,200,0
222,200,22,1,3.88,199,1
223,201,23,0,8.14,198,1
224,202,24,0,20.45,197,0
225,203,25,0,16.13,196,0
226,204,26,1,1.78,195,1
227,205,27,0,19.24,194,1
228,206,28,0,25.76,193,1
229,207,29,1,11.21,192,0
230,208,30,1,21.64,191,0
231,209,31,0,3.71,190,1
232,210,32,1,21.54,189,1
233,211,33,0,10.73,188,0
234,212,34,1,0.60,187,1
235,213,35,0,39.44,186,0
236,214,36,0,21.67,185,1
237,215,37,0,5.70,184,1
238,216,38,0,37.83,183,1
239,217,39,1,42.15,182,1
240,218,40,1,27.31,181,0
241,219,41,0,37.73,180,0
242,220,42,0,43.33,179,1
243,221,43,0,47.24,178,0
244,222,44,0,11.85,177,1
245,223,45,0,9.64,176,1
246,224,46,1,43.13,175,0
247,225,47,0,40.93,174,1
248,226,48,0,13.15,173,0
249,227,49,1,37.79,172,0
250,228,50,1,24.70,171,1
251,229,51,1,46.91,170,1
252,230,52,1,46.35,169,1
253,231,53,1,5.32,168,1
254,232,54,1,3.68,167,1
255,233,55,0,33.37,166,0
256,234,56,1,47.80,165,1
257,235,57,0,35.79,164,1
258,236,58,1,7.05,163,1
259,237,59,1,23.83,162,1
260,238,60,1,10.51,161,0
261,239,61,1,12.08,160,1
262,240,62,1,22.18,159,0
263,241,63,0,3.67,158,0
264,242,64,1,5.14,157,0
265,243,65,0,32.80,156,1
266,244,66,1,14.73,155,1
267,245,67,1,6.40,154,1
268,246,68,1,30.61,153,1
269,247,69,1,5.87,152,1
270,248,70,0,40.45,151,0
271,249,71,0,47.02,150,0
272,250,72,0,48.06,149,1
273,251,73,0,7.85,148,1
274,252,74,1,19.76,147,0
275,253,75,0,16.34,146,1
276,254,76,0,20.61,145,0
277,255,77,1,12.50,144,0
278,256,78,1,14.71,143,0
279,257,79,1,2.90,142,1
280,258,80,1,40.16,141,1
281,259,81,1,3.10,140,1
282,260,82,0,38.31,139,0
283,261,83,0,2.18,138,1
284,262,84,0,3.76,137,0
285,263,85,0,44.62,136,1
286,264,86,1,25.75,135,1
287,265,87,1,31.47,134,0
288,266,88,0,11.98,133,0
289,267,89,1,9.76,132,0
290,268,90,0,29.98,131,1
291,269,91,1,47.31,130,0
292,270,92,0,6.10,129,1
293,271,93,1,2.73,128,0
294,272,94,0,5.12,127,1
295,273,95,0,26.97,126,0
296,274,96,0,3.12,125,0
297,275,97,1,36.62,124,0
298,276,98,0,40.79,123,1
299,277,99,0,39.91,122,1
300,278,400,1,9.87,121,0
301,279,401,0,37.29,120,1
302,280,402,1,36.26,119,0
303,281,403,1,6.93,118,0
304,282,404,0,28.52,117,0
305,283,405,0,34.23,116,0
306,284,406,0,31.55,115,0
307,285,407,1,49.46,114,1
308,286,408,0,27.65,113,1
309,287,409,0,14.48,112,0
310,288,410,1,18.70,111,0
311,289,411,0,26.76,110,1
312,290,412,1,33.81,109,0
313,291,413,0,47.22,108,1
314,292,414,0,22.27,107,1
315,293,415,1,24.59,106,0
316,294,416,1,5.75,105,1
317,295,417,0,16.38,104,1
318,296,418,1,27.50,103,0
319,297,419,1,30.20,102,0
320,298,420,1,45.51,101,1
321,299,200,1,22.18,100,0
322,1,201,0,36.25,99,1
323,2,202,0,19.26,98,0
324,3,203,1,28.94,97,0
325,4,204,0,31.92,96,1
326,5,205,0,16.51,95,1
327,6,206,1,9.60,94,0
328,7,207,0,20.25,93,0
329,8,208,0,29.21,92,1
330,9,209,1,29.20,91,0
331,10,210,0,1.90,90,0
332,11,211,0,2.67,89,1
333,12,212,1,34.72,88,1
334,13,213,0,42.79,87,1
335,14,214,0,5.95,86,0
336,15,215,1,11.31,85,1
337,16,216,1,28.19,84,1
338,17,217,1,4.66,83,1
339,18,218,1,49.48,82,1
340,19,219,1,46.48,81,0
341,20,220,0,44.70,80,0
342,21,221,0,25.05,79,1
343,22,222,0,23.09,78,0
344,23,223,0,11.53,77,1
345,24,224,1,5.27,76,0
346,25,225,1,4.38,75,1
347,26,226,0,26.86,74,0
348,27,227,1,12.61,73,1
349,28,228,1,13.70,72,1
350,29,229,0,4.29,71,1
351,30,230,1,24.74,70,0
352,31,231,0,10.26,69,1
353,32,232,0,28.03,68,0
354,33,233,0,8.43,67,1
355,34,234,1,30.01,66,0
356,35,235,1,13.87,65,1
357,36,236,0,40.24,64,0
358,37,237,0,12.42,63,1
359,38,238,0,45.10,62,1
360,39,239,1,4.91,61,0
361,40,240,0,36.72,60,1
362,41,241,1,40.48,59,1
363,42,242,1,27.26,58,1
364,43,243,1,4.56,57,0
365,44,244,0,21.61,56,0
366,45,245,0,12.50,55,0
367,46,246,0,36.79,54,0
368,47,247,0,42.60,53,0
369,48,248,1,36.68,52,0
370,49,249,0,10.61,51,1
371,50,250,1,39.82,50,1
372,51,251,0,7.01,49,0
373,52,252,1,14.52,48,0
374,53,253,0,37.02,47,0
375,54,254,1,18.88,46,0
376,55,255,1,43.62,45,1
377,56,256,0,41.32,44,0
378,57,257,1,43.71,43,0
379,58,258,1,26.08,42,1
380,59,259,0,23.67,41,0
381,60,260,0,6.96,40,0
382,61,261,1,44.39,39,1
383,62,262,1,10.41,38,0
384,63,263,0,24.32,37,1
385,64,264,0,42.74,36,1
386,65,265,0,11.48,35,0
387,66,266,0,19.96,34,0
388,67,267,0,7.47,33,0
389,68,268,1,17.94,32,0
390,69,269,0,46.51,31,0
391,70,270,0,27.72,30,1
392,71,271,1,25.32,29,1
393,72,272,0,16.50,28,0
394,73,273,0,3.36,27,1
395,74,274,1,8.01,26,1
396,75,275,1,30.15,25,0
397,76,276,0,29.48,24,1
398,77,277,0,30.92,23,0
399,78,278,0,7.28,22,0
400,79,279,1,24.86,21,0
401,80,280,1,35.88,20,0
402,81,281,0,43.17,19,1
403,82,282,0,32.39,18,1
404,83,283,0,3.25,17,0
405,84,284,0,3.15,16,0
406,85,285,0,9.36,15,1
407,86,286,1,42.45,14,1
408,87,287,0,24.37,13,0
409,88,288,1,4.15,12,1
410,89,289,1,45.01,11,0
411,90,290,0,22.95,10,1
412,91,291,1,13.68,9,0
413,92,292,0,23.44,8,1
414,93,293,1,23.63,7,0
415,94,294,0,12.98,6,0
416,95,295,1,30.31,5,0
417,96,296,1,20.61,4,1
418,97,297,0,20.01,3,1
419,98,298,0,38.14,2,0
420,99,299,1,34.68,1,0
